Value,Synonyms
Aquarius,aquarius
Aries,aries
Cancer,cancer
Capricorn,capricorn
Gemini,gemini
Leo,leo
Libra,libra
Pisces,pisces
Sagittarius,sagittarius
Scorpio,scorpio
Taurus,taurus
Virgo,virgo
